anime_id,review_id,score,is_spoiler,is_preliminary,episodes_watched,tags,review_text
55791,539539.0,10.0,False,False,,Recommended,"Season Two continues Oshi no Ko’s two-pronged approach to storytelling, providing a behind-the-scenes look at the Japanese entertainment industry while simultaneously serving up a long-form murder mystery. This season shifts its spotlight onto a fictional theater production, opening in media res with an unusually long static shot of the stage. It’s a fun scene as part of an anime adaptation of a real-world manga, which has an arc about adapting a fictional, in-universe manga into an in-universe stage play that you then get to experience as if you were part of the in-universe audience. As fun as these meta-layers are, though, Oshi no Ko is moreconcerned with exploring the conflicting perspectives of its characters. Many of them are involved with the aforementioned stage play, and their attitudes and creative methods constantly clash throughout the thirteen episodes of this season. Oshi no Ko also features some brilliant animation work that elevates its already-solid source material to new heights. Episode 6 in particular ends with a spectacular, wordless sequence on how a side character’s life changed as a result of his involvement with the play.

For me, the main highlights of this season are the in-depth, humanized exploration of the manga-to-stage-play adaptation process that covered a lot of unexpected perspectives, the compelling narrative arcs of several recurring characters (but not all of them, unfortunately), the much smoother transitions between low-stakes and high-stakes scenes (compared to the first season), and the striking visuals. I was not a huge fan of Ruby’s general absence or the (expected) soapy melodrama.

As a whole, this season was rewarding to dig into. It’s a treat for your eyes and a rollercoaster for your emotions. After seeing what it accomplished, I would highly recommend giving Oshi no Ko a try, as it was one of my favorite shows this year."
55791,539542.0,10.0,False,False,,Recommended,"Oshi no Ko season 2 might have started a little slow, but once it got going, we got episodes that were on par with if not better than anything in season 1. The Tokyo Blade Arc in the manga wasn’t my fave, but the love and attention to detail including anime original scenes that Doga Kobo added in the anime took it to a whole other level and over season 1’s story arc. It’s in this second season, which really feels more like a second cour of one continuous season, that we truly see the story of Oshi no Ko take shape. While the toxicityof the entertainment industry is certainly part of Oshi no Ko, it’s ultimately a revenge story and this season sees things begin to fall into place on that front. It’s a different experience from season 1 since it focuses on the play, characters’ internal struggles and it starts slow, but I promise you if you stick around this season you will be very satisfied with where things go. 

So I said it before, but it’s really important to emphasise that this season of Oshi no Ko is a different sort of story from the first. I don’t want people to come into this blind and then the first couple episodes are a little annoying with the director drama and you give up watching it. Yes, she’s annoying, and yes, it gets better. It’s a lot slower at the start than last season was. No 1 hour film-like premiere, no suicide attempts etc. Instead, a lot of the conflict in this season is internal. Akane dealing with her insecurities and achieving her acting goals, Kana dealing with her feelings for Aqua and reconciling with her past, etc., the play is used as a conduit through which a lot of this happens. The characters that the cast portray in the play have many similarities and so they’re able to express themselves through those characters in ways they normally wouldn’t be able to. ESPECIALLY Aqua and Akane who get a ton of development in this season. Aqua can kind of come off as edgy and one dimensional at times, but this season shows there’s a lot more to him. For me, the slow build up to the play was entirely worth it just for the 3-4 episodes that we got of it. Doga Kobo really absorbed me into the story as if I were on the stage during the play. 

Let’s face it, ship wars are a big reason for Oshi no Ko’s popularity and anime onlies could be forgiven for being a little confused on why the debate is so strong. Season 1 had Kana firmly in the lead, but this season is where the real best girl, Akane gets some of her big moments and really introduces herself as the best character in this series. This was a massive part of my enjoyment for the season because I am unapologetically a huge Akane stan and my girl delivered this season. So many memorable moments, face serves, you name it she was great. It also helps that Akane is so supportive of Aqua and is the driving force behind a lot of important plot moments. If you weren’t sure why the debates were so heated and passionate before, well you’ll know after this. Even with the staff’s obvious Kana bias, Akane was able to really shine through both in her role as Sayahime in the play and her everyday life. 

Production wise Doga Kobo did an even better job in this cour than season 1 in my opinion. The Tokyo Blade play looked incredible with some episodes surpassing season 1’s B Komachi concert debut. “Magical” is the best way I could describe it. But there’s also more subtle improvements that I enjoyed a lot too such as the way episodes bleed into the ED so well. I’m a huge fan of shows ending with a scene that merges into the ED because it preserves a sort of “continuity”. Speaking of which, Burning is an incredible track, as is the OP, Fatal. They might not have the radio power of Mephisto and Idol from last season, but they’re still two very good tracks. Touched on this earlier as well, but it bears repeating. The anime original scenes that DG added really took some parts of the season to another level. They really understand the story and characters so well and know exactly when to interject a new scene to connect things. 

Oshi no Ko season 2 is really where things start getting going and where a lot of the hype that you’ve indubitably seen online for this series comes from. It’s a different sort of story from season 1 and takes a minute to get going, but when it does the character development and emotional moments are top tier. If you like Oshi no Ko it’s a no brainer to keep up with s2 and for those potential newcomers, I really encourage you to go in with an open mind and don’t let the ship stuff on social media act as a deterrent. There’s some great stuff in this series and there’s a reason it’s so big.

Oshi no Ko season 2 gets 10 stars, out of 10."
55791,539658.0,10.0,False,False,,Recommended,"Absolute Cinema In Oshi no Ko Season 2, the story deepens and retains its unique charm while continuing to explore themes of reincarnation, revenge, and the complexities of the entertainment industry. Although the core plot still revolves around the twins, Aqua and Ruby, their personal journeys evolve, delving into more mature and darker territory. The season introduces more mystery, especially around the death of their mother, Ai, and hints at further supernatural elements that enhance the drama. Realism of Reactions: The emotional responses of the characters are grounded in their past experiences. Aqua’s burdened demeanor and Ruby’s eventual emotional breakdown feel natural given the weight of theirpast traumas and the overwhelming situations they face in their current lives. This psychological depth helps ground the more fantastical elements of the show"
55791,539994.0,8.0,False,False,,Recommended,"Oshi no ko is fantastic. It will most definitely become an anime classic, and as I've said hundreds of times, it does a fantastic job telling stories and events about the Japanese entertainment industry, good or bad. This season extends on that as it focused on how mangakas feel when their project gets an adaptation, which yes while it is an honor, can be a huge headache. The direction and theme of that entire arc was excellent and the anime did a great job telling that story. However, I love aka akasaka and this was my same issue with the manga, the revenge plot doesfeel forced. The first entire arc had me me on the edge of my seat, but once the playwright arc ended it falls a little flat. Unfortunately at this point and time it feels like they are forcing the revenge aspect of the show onto us and it doesn't feel very consistent. Great anime overall and i really believe we have a classic on our hands here. I just thought season 1 was slightly better. I give this a solid 8/10."
55791,540213.0,9.0,False,False,,Recommended,"The Good: - Art direction is spectacular with many experiments that elevate the show to another level - Cinematic frame compositions are on top of the medium - Beautiful Character development of main and supporting roles exposing full range of emotions within the characters - Opening and Ending (especially ending) OST just fits exceptionally well (love that guitar in the endlast episode.  

The Ugly:
- nil

Conclusion:
2nd Season of Oshi No Ko is a great follow up after first one. Anime is meticulously crafted. From presentation, art direction to character development it demonstrates high creative potential and passion of the studio. Story develops with each next episode and beautifully closes the arc of Tokyo Blade show. That said, ending felt somewhat puzzling and disjointed from the whole story, but sets good grounds for the 3rd Season."
55791,539562.0,10.0,False,False,,Recommended,"Nothing I can write here will even begin to do justice just how amazing this season was, if you found literally any enjoyment at all out of season 1 then you need to watch this immediately, it was just absolutely incredible in every single aspect, the art, the soundtrack, the writing, the dialogue, everything. Season 1 was already a masterpiece for me and this season somehow managed to improve on it in every way. There’s really no other show that has the same vibes as Oshi no Ko, the way the characters talk and interact with each other feels so realistic and is always sogripping that you almost forget about how absurd the original concept of the story is and how we even got here. This season doubles down on both that realism and that absurdity, and never have the two meshed so well, I was absolutely hooked from the first second to the very last, and I can’t wait to see where it goes from here. Do yourself a favour if you haven’t already and watch it right now.

It’s just so peak."
55791,539617.0,6.0,False,False,,Mixed Feelings,"It speaks volumes about Oshi no Ko that the story arc that has by far the best character work, most engaging storytelling and least active problems with its writing also has the absolute least to do with its fundamentals. The Tokyo Blade storyline is the best its in-depth exploration of industry mechanics gets, Kana and Akane's dynamic gets explored with so much more depth, and even Aqua has some more interesting internal conflicts to deal with. Melt's highlight episode is even one of my strongest contenders for episode of the year. And once this arc ends it immediately goes back to being as shallow, pretentiousand condescending as it was in season 1 like it never stopped. My highest praises I can sing for season 2 is that the first two thirds where it stops being Oshi no Ko are also by far the best that it has to offer."
55791,539564.0,9.0,False,False,,Recommended,"Oshi no Ko season 2 massively builds upon the foundation set in its first season. The already amazing animation comes back stronger than ever, character arcs feel more integrated and deeper. The slightly odd aspects to the show have massively reduced screen time and previously sidelined concepts find themselves thoroughly explored. I debated a lot on rating but my feeling heading out of it is a 9/10, the greatest season to season improvement I’ve seen yet. To start with the animation here is gorgeous, the previous season had made good use of light shadow and color but still had some generic looking scenes. In thesecond season every single shot is jam packed with color and emotion. If they cannot come up with something for a shot the frequent cut aways to amazing unique animation to explain concepts serve to fill the void. Multiple color palettes are used depending on the context but all of them are amazing. The animations of the now required dynamic fights in the theater sections were also extremely well done and would’ve easily been the best in a normal season if not for strong competition from Elusive Samurai. 

Continuing with visuals the character designs continue to be very strong with the returning star motif and the stage outfits being great stand outs. In my opinion the star motif in particular felt even more strongly used this season and it was a great way to convey someone’s state changing without needing to spell it out for viewers. The outfit choices for everyday wear were also great and I really enjoyed looking at them for my own style inspiration. It’s very refreshing to see women dressed normally (or normal for their social status in a few cases) instead of what we often see in anime. Akane’s outfits in particular are very similar to the types of things I like to wear. 

I’m not a musician so I usually refrain from commentary on soundtracks as I don’t understand the dynamics at play but I wanted to call out the strong showing here. The piano themes they use for backing in tense scenes are really good and the insert songs, OPs and EDs remain great as well. 

My strongest criticism of Oshi No Ko in the past has been it’s treatment of women. Especially in the first season the way women hoard around aqua and fawn over him was extremely annoying and while it might be something funny or interesting for me really takes things away from me. This aspect is still present in the second season but finds itself massively diminished in favor of an arc that focuses on two women's dreams to the exclusion of their affections. This is a massively beneficial change that saves the show from what could’ve been a disaster. This is not to say they completely ignore this dynamic but I’m very happy with the direction they are going and found myself far less annoyed. 

Similarly I found the treatment of the Idol aspects in the first season to be a bit pedestrian and uninteresting, serving to somewhat glorify the industry in something I think should showcase why it’s terrible for young women. The second season while having a bit of this massively cleans up it’s act in this regard. The focus away from these aspects into other portions of the show I find more interesting certainly went a long way in improving my opinion of this season. 

Continuing on this I’m very happy with the way the show has been treating women as human beings with their own dreams. Even women with romantic attraction have other things going on in their life that they consider important. They aren’t one dimensional and can coexist on multiple fronts like real people, especially highlighted by a sound off your dreams moment in the last episode. I touched upon this earlier but this decision massively improves the stage play arc by making it about their career goals instead of something to do with possession of Aqua. The largest exception to this behavior is probably R
uby and to a lesser degree Kana. In Ruby’s case I do find her brocon cutaways to be grating, unfunny, and uninteresting however it does also seem like the show portrays this as a character failing. With Kana I find the situation to be less distasteful, sometimes funny, and still a little bit annoying and once again it does seem like future development is in store for this. 

The characterization of the cast outside of romance is just generally extremely good. You get a great idea of *why* people do things and it refuses to play into the idea that people do things for no reason. People have convictions behind their actions which can be explored and deconstructed if you take the time to understand them. The depictions of despair are also really great and I was happy to see one of my favorite motifs portrayed so well. There’s a few blunders present, most notably an extremely simple scene involving a musician but these are stand outs in part because of their length and are easy to let fly you by. 

The last episode served as a capstone integrating  best in the series with its otherworldly visuals, well placed insert, and deepening mystery. They’ve managed to transform me from someone who was debating watching season 2 at all to someone who is quite excited to see where DogaKobo goes next."
55791,539521.0,10.0,False,False,,Recommended,"We keep digging deeper into the entertainment industry with all its drama, issues and its dark secrets behind the scenes. While we try to figure out the truth behind Aqua’ and Ruby’s past and future. In this season we first follow the Tokyo Blade arc, where Aqua stars in a theatrical show together with Akane and Kana. Where we later in the season then start to focus more on Ruby as the idol world is calling once again. For the plot of the season it is mostly structured around one major arc and then introduces a new arc. Through the major arc is the plot focused aroundthe Tokyo Blade play, and is very much focused around acting. But the plot is not just focused on their acting skill, but their reason for how they act, what drives their style of acting. This gives an in-depth feeling to the plot where it is not just a play, but a media that shows who they are as people and how they show themselves. We also get an in depth perspective to how the adaptation of a story from one media to another can be a struggle and involves many elements.
For the later arc it is somewhat a build up, it is leading up to the future and what is to come. But this is not done with small plotlines being hinted at and is instead done with bold scenes that really draws in the viewer.

For the characters, they are as amazing as the first season, where we keep getting highly detailed characters with great character progression. The characters are very consistent with the first season, where we now see them continue through new dilemmas and conflicts. We see how the characters are put in situations where they show their true side or are forced to face their problems, where they have to get through it or give up. This is not only done for the major characters, but is also shown for the side characters which helps build up the main characters, but also gives the whole show a really detailed feel to it. Overall the characters are just done right, they have their own personality, they show progress and feel like real people struggling with their own problems.

The show is also very well known for its high quality animation, which continues in this season. The animation keeps a high quality in both fast paced scenes and more intimate scenes. Both types of scenes are also supported by its artistic styles, used as symbolism to help viewers get a visual understanding for complex emotions or situations that the characters find themselves in. They also show great detail in their animation when it comes to both big and small movements, which overall helps keep the viewer invested in every second of the show.

Music has also been a big part of Oshi no Ko, for this season the music is still great but have taken a turn to songs that feel more aligned to the arcs we follow this season. This means the songs are more focused on the hard feelings characters have to go through, and less focused on the glorified idol world.

To conclude it all, can i without a doubt say it's a great season, where we get to see the plot continue, characters evolve and experience both the beautiful animation and the powerful music. So if you liked the first season can i without a doubt recommend you watch this season too."
55791,539572.0,10.0,False,False,,Recommended,"Honestly, I'm not usually a fan of the drama genre, but this work of art has completely blown me away. It's the most beautiful, intriguing, and masterful thing I’ve seen in years outside of the action and isekai genres. The theater arc did an amazing job of helping us understand and explore both new and returning characters in Oshi No Ko. The dialogues are filled with emotion and depth, making every interaction incredibly impactful. I had chills almost every episode, which only increased my anticipation for the next one. I have no regrets about watching the second season—I’m a fan of the first season, and Ienjoyed both the first and second seasons immensely. I’m eagerly awaiting the third season, hoping it won’t be the last, as there’s so much more to learn about the Oshi No Ko universe.

The soundtrack, opening, and ending themes are simply spectacular. I enjoyed them so much that I even added the tracks to my playlist.

My verdict: 10/10."
